cluster,user_id,frequency,monetary,view_count,cart_count,purchase_count,unique_products,unique_categories,unique_brands,recency_days,purchase_ratio,cart_to_purchase_ratio
0,573736409.594783,6.571643804812233,2245.541914324264,6.309287159883067,0.2623566449291657,0.0,4.033910501461659,1.4469530020238364,2.308702496064763,0.0,0.0,0.0
1,578996106.7575601,12.81958649106026,3716.6856817011258,8.721138989036863,2.6856007652122726,1.412846736811125,3.8688838201751157,1.389890368626297,2.0725480097123095,0.0,0.15923706676860927,0.43321563996513945
2,573925054.5405247,24.417310845631295,7434.8539611150145,23.78958772546264,0.5681072850784727,0.05961583509018505,14.398219723588662,3.514523307566175,6.311724057156242,0.0,0.0015161158288394773,0.016994952446529397
3,581871835.2953972,1.6348591944350948,484.53139192752155,1.5803040502636598,0.054555144171434984,0.0,1.2473914506900035,1.045649612924941,1.1080444294850218,0.0,0.0,0.0
